Voyage_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description,Latest_Comment,Resolution_Details
3/24/2024,Cabin ,Neighbor,5226Z,Regular Guest,Closed-Resolved,Sailor Services,SC-38591905503481176,3/26/24 9:01 AM,"HDA Virgil 8:57AM- sailor approached ss desk asking what we do here. I explained to sailor and then she asked to speak to a manager. I asked sailor why would she like to talk to manager, which she responed that she is havin some issued with teh cabin and that she can hear her neighbours as walls so thin. As well as that she mentioned that she needs to speak with someone about excursion, however she did not disclose to me what exactly is the problem. Message was sent to shore things manager to come and speak to sailor. ",HDA Virgil 5:09PM- tried calling sailor but no response.,03/26 HDM OM: The sailor moved to the new cabin 9370A and thanked for assistance. 
3/24/2024,Cabin ,Air Conditioning,10222Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5165162126631994,3/26/24 9:04 AM,Air Conditioning,"Mar 26, 2024 DM Stan: DM Advice CH to check cabin for AC issues",Ch reported that AC working good
3/24/2024,Cabin ,Air Conditioning,10146Z,Regular Guest,Closed-Resolved,Housekeeping,SC-38592451574619814,3/26/24 9:10 AM,Air Conditioning,"Mar 26, 2024 DM Stan: DM Advice CH to check cabin for AC issues",Ch reported that AC working good
3/24/2024,Dining Experience ,Food,14038A,Regular Guest,Closed-Resolved,Restaurant,SC-5166137825223990,3/26/24 9:30 AM,"Sailors did not like menu choice, as per sailors claimed  that service was slow, ",,Rm Marcos apologized for the inconvenience. 
3/24/2024,Account/Billing ,Sailor Loot,10054A,Regular Guest,Closed-Resolved,Sailor Services,SC-5166518425278761,3/26/24 9:33 AM,"HDA Virgil 9:32AM-BK1123206- sailor is claiming that she is missing $150 sailors loot for TA, could you please check for me. Message sent to solution","HDA Virgil 10:45AM- solutions responded ""This is an Access Key booking and we do not show any records of $150 SL added to the booking"" Message was sent to the sailor informing her about the outcome.",Case closed unless sailor esclates
3/24/2024,Cabin ,Shower or Sink,14009A,VIP2,Closed-Resolved,Housekeeping,SC-667517383111645,3/26/24 9:52 AM,Shower or Sink,3/26/24 10:30am shower drain not draining - aims created - SCL 1240012847,shower drain was fixed
3/24/2024,Cabin ,Tablet or TV Issue,12360Z,Regular Guest,Closed-Resolved,Housekeeping,SC-39344305907038681,3/26/24 9:52 PM,Tablet or TV Issue,,DM BASO : Ch confirmed it was fix
3/24/2024,Cabin ,Air Conditioning,12338Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5168719175346977,3/26/24 10:10 AM,Air Conditioning,,"Ch confirmed everything is fine, balcony was not closed properly"
3/24/2024,Cabin ,Shower or Sink,11018Z,Regular Guest,Closed-Resolved,Housekeeping,SC-39345503163648699,3/26/24 10:12 PM,Shower or Sink,,Fixed by Plumber. PAM Made
3/24/2024,Cabin ,Tablet or TV Issue,11154A,Regular Guest,Closed-Resolved,Housekeeping,SC-5168889552207402,3/26/24 10:13 AM,Tablet or TV Issue,,Ch confirmed everything is fine
3/24/2024,Cabin ,Damaged/Stained,12038Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5212253928310721,3/26/24 10:15 PM,"Sailors reported to ss that there is new carpet stain by toilet door. DM went to check and yes it is new stains. DM and CH tried to clean with carpet spotter but can not remove the stains. DM asked CH host, He said they did not noticed it when putting water this evening . ",DM went to meet sailors and explained what happened. Sailors understand  accident happened. DM offered cabin to move but sailors refused.,a continuous follow up will be done by the cabin host to make sure everything is fine
3/24/2024,Cabin ,Air Conditioning,12243A,VIP2,Closed-Resolved,Housekeeping,SC-5212863399872148,3/26/24 10:25 PM,Air Conditioning,"AC is not cooling, AIMS created. SS advise to call ECR.",Ch confirmed everything is fine after Hvac came make the ac colder
3/24/2024,Cabin ,Air Conditioning,14326A,Regular Guest,Closed-Resolved,Housekeeping,SC-5169791676420007,3/26/24 10:28 AM,Air Conditioning,3/26/24 8:pm - Cabin is on DND signed,ac issue fixed (no more leaking)
3/24/2024,Cabin ,Mini Fridge,12261Z,VIP2,Closed-Resolved,Housekeeping,SC-5213438460742780,3/26/24 10:38 PM,Mini Fridge,"Cabin is on DND, sailor not open the door for crew member.","DM called sailors apologized for inconvenience, sailor said He is not sure what is the problem . CH will follow up when cleaning the cabin "
3/24/2024,Other,,12190M,Regular Guest,Closed-Resolved,Sailor Services,SC-5171036876712236,3/26/24 10:48 AM,03/26/2024 @10:07 am - HDA Rone - Sailor came to sailor services advising that they were charged for Wifi but they did not buy this. They advised that they not even sure how to purchase this. I looked at their phones and confirmed that they did not purchase the premium wifi. I advised them that we will look in to this for them. ,03/26/2024 @10:07 am - HDA Rone - Sent to olya to please remove the charges for the Wifi. ,03/26 HDM OM: The package is refunded
3/24/2024,Cabin ,Shower or Sink,14098Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5171122405829502,3/26/24 10:50 AM,Shower or Sink,,sink and shower working well
3/24/2024,Internet Connectivity ,Internet Not Good Enough,11146Z,Regular Guest,Closed-Resolved,Sailor Services,SC-671987153488929,3/26/24 11:07 AM,"03/26/24 @11:00 HDA Barbara: Sailor called saying she purchased the Premium wifi but was unable to use it, her app is still not working, nothing is loading. ","03/26/24 @11:00 HDA Barbara:  HDA asked sailor to pass by SS Deck5 Midship so we can assist with the settings, however sailor refused, said she was already down yesterday and it still doesn't work for her, she can't load the pages she wants. HDA informed sailor she will forward her refund request to Management.",03/26 HDM OM: The package is refunded
3/24/2024,Cabin ,Air Conditioning,9022Z,Regular Guest,Cancelled,Housekeeping,SC-672051908324262,3/26/24 11:08 AM,Air Conditioning,,
3/24/2024,Dining Experience ,Service,11086Z,Regular Guest,Closed-Resolved,Restaurant,SC-39349811882590116,3/26/24 11:24 PM,Sailors experienced food delay.,We apologized and followed up with galley making sure to send the food as quickly as possible.,We served the food right away and we gifted them a couple of drinks for the delay.
3/24/2024,Cabin ,Air Conditioning,13034Z,Regular Guest,Cancelled,Housekeeping,SC-716736032690800,3/26/24 11:32 PM,Air Conditioning,,
3/24/2024,Cabin ,Air Conditioning,13034Z,Regular Guest,Cancelled,Housekeeping,SC-5216897753500634,3/26/24 11:33 PM,Air Conditioning,,
3/24/2024,Cabin ,Mini Fridge,13034Z,Regular Guest,Cancelled,Housekeeping,SC-39358311632162113,3/26/24 11:33 PM,Mini Fridge,,
3/24/2024,Cabin ,Vibration,12360A,Regular Guest,Closed-Resolved,Sailor Services,SC-39314467253353078,3/26/24 11:35 AM,03/26/24 09:30am HDA AC: The sailors stopped by reported that they experienced so much motion sickness last night and this morning again there was loud noise and vibration that woke them up. HDA extended apologies and offered  the sailor a  new cabin to move. cabin 8106Z.,03/26/24 at 15:00 HDA Lola: Sailor came back to SS to change the wearables. Wearables change accordingly and and luggage assistance arranged.,Wearables change accordingly and and luggage assistance arranged.
3/24/2024,Dining Experience ,Food,8226A,Regular Guest,Closed-Resolved,Restaurant,SC-38644400109133339,3/26/24 11:36 PM,"Sailor left a comment saying ""Room service food not impressive"" ",Ship Eats leaders will try to reach out to Kenneth to follow up and assist.,"SE leaders reached out to Sailors emphasized, apologized and assisted. Sailors appreciate the follow up. Delivery charged has been waived which Sailors gladly appreciated. "
3/24/2024,Cabin ,Air Conditioning,8154Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5216972543503603,3/26/24 11:37 PM,Air Conditioning,,Balcony door was open. PAM Made
3/24/2024,Entertainment Experience ,Survey,10282Z,Regular Guest,Closed-Resolved,Entertainment,SC-5217127979332863,3/26/24 11:40 PM,"Q: How was your entertainment?, A: 2
Q: Are you satisfied with the amount of shows and activities at night?, A: 2
Q: Are you satisfied with the amount of shows and activities during the day?, A: 2
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Not finished? Tell us everything!, A: The first comedian seemed as though he was not confident and the act did not flow smoothly. The host and the 2nd comedian definitely showed confidence. 
The service was slow and the food was bland. 

",,03/29 HDM OM: The sailor disembarked
3/24/2024,Cabin ,Mini Fridge,8011Z,VIP2,Closed-Resolved,Housekeeping,SC-39315573535105476,3/26/24 11:41 AM,Mini Fridge,,3/26/24 DM Rada checked the fridge and its working fine.  Will be explained to the sailors that fridge cooling is normal.
3/24/2024,Cabin ,Shower or Sink,14178Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5175605400275487,3/26/24 12:05 PM,Shower or Sink,,sink is fine
3/24/2024,Security ,Smoking Policy,11250A,Regular Guest,Closed-Resolved,Housekeeping,SC-5175667935566434,3/26/24 12:06 PM,DM met with sailor form 11246A stated that the cabin 11250A smoking in balcony. Dm apologized for the inconvenience. DM placed first smoking letter in cabin to notify sailors that we re not allowed to smoke in cabin.  ,,CH confirmed no more smoking evidence found in cabin while cleaning today 
3/24/2024,Cabin ,Tablet or TV Issue,14062Z,Regular Guest,Closed-Resolved,Housekeeping,SC-5132915378734701,3/26/24 12:07 AM,Tablet or TV Issue,"Tablet not connected to TV, AIMS created.",Tv and tablet are both working
3/24/2024,Other,,14134Z,Regular Guest,Closed-Resolved,Sailor Services,SC-5135856745667720,3/26/24 12:56 AM,"Following happened in WTP room today 03/25/2024:
An incorrect ruling has been made today during a hand in our $120 ""Vegas Baby"" poker tournament and the affected player (Sammy Fairchild) was very upset about it, suggesting the entire tournament outcome was altered by the ruling. After the ruling, Sailor immediately said “that’s wrong”. He then got up and scanned WTP QR code we have for the TDA rules and began to look through the rules. Sailor then came up to the desk showing a google result for a rule that does not apply and said “See, I told you that you were wrong, you don’t know the rules”. 
After he was eliminated from the tournament, Sailor came over to the WTP room manager who tried to offer an explanation to him, took full ownership of the issue and apologized to him. Sailor proceeded to be nasty, and the WTP manager tried to defuse the situation, but the Sailor didn’t care and was intent on being loud and badgering the WTP manager for being wrong.
During his complaint to the WTP manager he said he was intent on leaving a bad review and wanted contact info of the person in charge. 
","The incident has been brought to the attention of the Casino Manager (supporting and supervising the WTP room). 

","Casino is taking ownership of the issue by sending an apology bottle of wine to his dinner reservation. Free Play worth of $120 (tournament fee) will be offered to Mr. Fairchild. 
"
